event_id,split_id,event_date,section_index,village_location,district,governorate,latitude,longitude,geocode_confidence,location_extraction_confidence,locations_in_same_section,split_location_count_in_section,casualty_allocation,count_for_casualty_totals,event_total_killed_from_focus_text,event_total_injured_from_focus_text,event_total_children_from_focus_text,location_killed,location_injured,location_children,injury_text_note,attack_type,source_count,post_count,confidence_level,warning_flags,event_summary_focus,event_summary_original,reference_links
LEB_MAY2026_0067,LEB_MAY2026_0067_S01_L01,2026-05-22,1,Tyre/Sour,Tyre,South,33.2704,35.2038,High,Medium,Tyre/Sour,1,location_specific,Yes,,,,,,,,Attack,1,1,Low - single source,Single-source event; verify before publication,🇱🇧🤔بيان صادر عن نقابة المصوّرين الصحافيين في لبنان 🤔تنعى نقابة المصوّرين الصحافيين في لبنان الزميل المصور الصحافي الشهيد أحمد الحريري، الذي استُشهد أثناء قيامه بواجبه المهني والإنساني. 🤔وقد انتسب الشهيد أحمد الحريري حديثًا إلى النقابة، لتفقد النقابة اليوم أحد أعضائها، وتُسجَّل...,🇱🇧🤔بيان صادر عن نقابة المصوّرين الصحافيين في لبنان 🤔تنعى نقابة المصوّرين الصحافيين في لبنان الزميل المصور الصحافي الشهيد أحمد الحريري، الذي استُشهد أثناء قيامه بواجبه المهني والإنساني. 🤔وقد انتسب الشهيد أحمد الحريري حديثًا إلى النقابة، لتفقد النقابة اليوم أحد أعضائها، وتُسجَّل...,https://t.me/mehwar_lyaqin/1837
LEB_MAY2026_0074,LEB_MAY2026_0074_S01_L01,2026-05-23,1,Nabatieh,Nabatieh,Nabatieh,33.3789,35.4839,High,High,Nabatieh; Nabatieh Barracks,2,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Targeted attack,8,8,High,,🚨 ورد الآن / الجيش: إصابة أحد العسكريين بجروح متوسطة جراء استهداف إسرائيليّ لثكنة الجيش في مدينة النبطية,🚨 ورد الآن / الجيش: إصابة أحد العسكريين بجروح متوسطة جراء استهداف إسرائيليّ لثكنة الجيش في مدينة النبطية,https://t.me/MTVLebanoNews/70824 | https://t.me/lebanonNews961/129928 | https://t.me/lebanonNewsNow/258778 | https://t.me/lebanondebate/237116 | https://t.me/mehwar_lyaqin/2674
LEB_MAY2026_0074,LEB_MAY2026_0074_S01_L02,2026-05-23,1,Nabatieh Barracks,Nabatieh,Nabatieh,33.377,35.486,"Low - area approximate, land",Medium,Nabatieh; Nabatieh Barracks,2,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Targeted attack,8,8,High,,🚨 ورد الآن / الجيش: إصابة أحد العسكريين بجروح متوسطة جراء استهداف إسرائيليّ لثكنة الجيش في مدينة النبطية,🚨 ورد الآن / الجيش: إصابة أحد العسكريين بجروح متوسطة جراء استهداف إسرائيليّ لثكنة الجيش في مدينة النبطية,https://t.me/MTVLebanoNews/70824 | https://t.me/lebanonNews961/129928 | https://t.me/lebanonNewsNow/258778 | https://t.me/lebanondebate/237116 | https://t.me/mehwar_lyaqin/2674
LEB_MAY2026_0075,LEB_MAY2026_0075_S01_L01,2026-05-23,1,Nabatieh Barracks,Nabatieh,Nabatieh,33.377,35.486,"Low - area approximate, land",Medium,Nabatieh Barracks,1,location_specific,Yes,,,,,,,,Targeted attack,1,1,Low - single source,Single-source event; verify before publication,"أسعار الإسمنت تُحلّق... قرار مرتقب قد يبدّل المشهد! https://lbdb.co/839384 بعد استهداف ثكنة عسكرية في النبطية... ""الجيش"" يعلن إصابة أحد جنوده https://lbdb.co/839400 5 مواطنين اجتازوا الحدود نحو لبنان... إسرائيل تتحدث عن ""حادث خطير"" https://lbdb.co/839390 السيد عن العقوبات: ""عم...","أسعار الإسمنت تُحلّق... قرار مرتقب قد يبدّل المشهد! https://lbdb.co/839384 بعد استهداف ثكنة عسكرية في النبطية... ""الجيش"" يعلن إصابة أحد جنوده https://lbdb.co/839400 5 مواطنين اجتازوا الحدود نحو لبنان... إسرائيل تتحدث عن ""حادث خطير"" https://lbdb.co/839390 السيد عن العقوبات: ""عم...",https://t.me/lebanondebate/237131
LEB_MAY2026_0072,LEB_MAY2026_0072_S01_L01,2026-05-23,1,Rafid,Rashaya,Bekaa,33.458,35.836,Medium,High,Rafid,1,location_specific,Yes,1.0,,,1.0,,,,Airstrike,3,3,Medium,,"""الوكالة الوطنية"": غارة إسرائيلية استهدفت منزلًا في بلدة الرفيد بقضاء راشيا الوادي ما أدى إلى استشهاد شخص وإصابة آخر https://lbdb.co/839296","""الوكالة الوطنية"": غارة إسرائيلية استهدفت منزلًا في بلدة الرفيد بقضاء راشيا الوادي ما أدى إلى استشهاد شخص وإصابة آخر https://lbdb.co/839296",https://t.me/MTVLebanoNews/70772 | https://t.me/lebanonNews961/129866 | https://t.me/lebanondebate/237014
LEB_MAY2026_0073,LEB_MAY2026_0073_S01_L01,2026-05-23,1,Shahabiyeh,Nabatieh,Nabatieh,33.3138,35.3843,High,High,Shahabiyeh,1,location_specific,Yes,1.0,,,1.0,,,,Airstrike,3,5,High,,"مراسل ""ليبانون ديبايت"": شهيد جراء غارة من مسيّرة إسرائيلية على بلدة الشهابية https://lbdb.co/839331","مراسل ""ليبانون ديبايت"": شهيد جراء غارة من مسيّرة إسرائيلية على بلدة الشهابية https://lbdb.co/839331",https://t.me/lebanonNews961/129867 | https://t.me/lebanonNews961/129889 | https://t.me/lebanondebate/237015 | https://t.me/lebanondebate/237049 | https://t.me/mehwar_lyaqin/2479
LEB_MAY2026_0076,LEB_MAY2026_0076_S01_L01,2026-05-24,1,Dweir,Nabatieh,Nabatieh,33.399,35.465,High,High,Dweir,1,location_specific,Yes,,2.0,,,2.0,,,Airstrike,2,2,Medium,,"""الوكالة الوطنية"": غارة إسرائيلية دمّرت مبنى سكنيًا في حي ريشوم ببلدة الدوير، فيما نقلت فرق الإسعاف جريحتين من المكان المستهدف https://lbdb.co/839704","""الوكالة الوطنية"": غارة إسرائيلية دمّرت مبنى سكنيًا في حي ريشوم ببلدة الدوير، فيما نقلت فرق الإسعاف جريحتين من المكان المستهدف https://lbdb.co/839704",https://t.me/lebanonNews961/130141 | https://t.me/lebanondebate/237438
LEB_MAY2026_0077,LEB_MAY2026_0077_S01_L01,2026-05-24,1,Jibchit,Nabatieh,Nabatieh,33.3639,35.4915,High,High,Jibchit,1,location_specific,Yes,1.0,,,1.0,,,,Drone strike,2,2,Medium,,غارة من مسيرة اسرائيلية تستهدف دراجة نارية في بلدة جبشيت قضاء النبطية ما ادى الى ارتقاء شهيد,غارة من مسيرة اسرائيلية تستهدف دراجة نارية في بلدة جبشيت قضاء النبطية ما ادى الى ارتقاء شهيد,https://t.me/janoub_lebnan23/43210 | https://t.me/lcncitizens2023/44799
LEB_MAY2026_0078,LEB_MAY2026_0078_S01_L01,2026-05-24,1,Sir el Gharbiyeh,Nabatieh,Nabatieh,33.363,35.52,Low - verify,Medium,Sir el Gharbiyeh,1,location_specific,Yes,11.0,,,11.0,,,,Airstrike,3,3,High,Casualty figure updated over time,وزارة الصحّة: ارتفاع عدد الشهداء إلى 11 بينهم أطفال ونساء في غارة إسرائيلية على صير الغربية بقضاء النبطية,وزارة الصحّة: ارتفاع عدد الشهداء إلى 11 بينهم أطفال ونساء في غارة إسرائيلية على صير الغربية بقضاء النبطية,https://t.me/MTVLebanoNews/71000 | https://t.me/lcncitizens2023/44914 | https://t.me/mtvlebanonnews/321368
LEB_MAY2026_0080,LEB_MAY2026_0080_S01_L01,2026-05-25,1,Kfar Roummane,Nabatieh,Nabatieh,33.3765,35.4968,High,High,Kfar Roummane,1,location_specific,Yes,4.0,3.0,,4.0,3.0,,,Airstrike,3,3,High,,"مراسل ""ليبانون ديبايت"": غارة إسرائيلية على بلدة كفررمان ومعلومات أولية عن سقوط 4 شهداء و3 جرحى https://lbdb.co/840120","مراسل ""ليبانون ديبايت"": غارة إسرائيلية على بلدة كفررمان ومعلومات أولية عن سقوط 4 شهداء و3 جرحى https://lbdb.co/840120",https://t.me/lcncitizens2023/44848 | https://t.me/lebanonNews961/130400 | https://t.me/lebanondebate/237863
LEB_MAY2026_0079,LEB_MAY2026_0079_S01_L01,2026-05-25,1,Shahabiyeh,Nabatieh,Nabatieh,33.3138,35.3843,High,High,Shahabiyeh,1,location_specific,Yes,2.0,,,2.0,,,,Airstrike,2,2,Medium,,"مراسل ""ليبانون ديبايت"": شهيدان في غارة من مسيّرة إسرائيلية على بلدة الشهابية https://lbdb.co/840055","مراسل ""ليبانون ديبايت"": شهيدان في غارة من مسيّرة إسرائيلية على بلدة الشهابية https://lbdb.co/840055",https://t.me/lebanonNews961/130368 | https://t.me/lebanondebate/237797
LEB_MAY2026_0081,LEB_MAY2026_0081_S01_L01,2026-05-25,1,,,,,,No coordinate,No village extracted,,1,location_specific,Yes,,,,,,,,Drone strike,1,1,Low - single source,Single-source event; verify before publication,🌟🤔الملخص : • 05:48 — سقط طائرة مسيرة مفجرة بالقرب من شتولا • 08:37 — سقط طائرة مسيرة مفجرة بالقرب من عرابة العرامشة • 11:44 — سقط طائرة مسيرة مسلحة في موقع تجمّع للجيش الإسرائيلي، دون إصابات • 12:28 — أُطلقت عدة طائرات مسيرة مفجرة وطائرات مسيرة مسلحة باتجاه متولا. أصابت طائرة ...,🌟🤔الملخص : • 05:48 — سقط طائرة مسيرة مفجرة بالقرب من شتولا • 08:37 — سقط طائرة مسيرة مفجرة بالقرب من عرابة العرامشة • 11:44 — سقط طائرة مسيرة مسلحة في موقع تجمّع للجيش الإسرائيلي، دون إصابات • 12:28 — أُطلقت عدة طائرات مسيرة مفجرة وطائرات مسيرة مسلحة باتجاه متولا. أصابت طائرة ...,https://t.me/nahjmokawma/85393
LEB_MAY2026_0083,LEB_MAY2026_0083_S01_L01,2026-05-26,1,Mashghara,West Bekaa,Bekaa,33.5315,35.6538,Medium,Medium,Mashghara,1,location_specific,Yes,11.0,15.0,2.0,11.0,15.0,2.0,,Airstrike,2,2,Medium,Casualty figure updated over time,🇱🇧🚫وزارة الصحة اللبنانية: 11 شهيدا منهم طفلتان و15 جريحا بغارة إسرائيلية أمس على مشغرة بالبقاع الغربي 🫥,🇱🇧🚫وزارة الصحة اللبنانية: 11 شهيدا منهم طفلتان و15 جريحا بغارة إسرائيلية أمس على مشغرة بالبقاع الغربي 🫥,https://t.me/Janoubana/61510 | https://t.me/rasedal3ado138e/361479
LEB_MAY2026_0082,LEB_MAY2026_0082_S01_L01,2026-05-26,1,Dweir,Nabatieh,Nabatieh,33.399,35.465,High,High,Dweir,1,location_specific,Yes,,,,,,,Unknown number mentioned,Airstrike,2,2,Medium,,"مراسل ""ليبانون ديبايت"": غارة من مسيّرة إسرائيلية تستهدف بلدة الدوير ومعلومات عن وقوع إصابة https://lbdb.co/840436","مراسل ""ليبانون ديبايت"": غارة من مسيّرة إسرائيلية تستهدف بلدة الدوير ومعلومات عن وقوع إصابة https://lbdb.co/840436",https://t.me/lebanonNews961/130599 | https://t.me/lebanondebate/238177
LEB_MAY2026_0085,LEB_MAY2026_0085_S01_L01,2026-05-26,1,Maarakeh,,,33.2747,35.3244,High,High,Maarakeh,1,location_specific,Yes,2.0,,,2.0,,,,Airstrike,2,4,Medium,,"مراسل ""ليبانون ديبايت"": شهيدان جراء الغارة الإسرائيلية على بلدة معركة https://lbdb.co/841254","مراسل ""ليبانون ديبايت"": شهيدان جراء الغارة الإسرائيلية على بلدة معركة https://lbdb.co/841254",https://t.me/lebanonNews961/130692 | https://t.me/lebanonNews961/131081 | https://t.me/lebanondebate/238343 | https://t.me/lebanondebate/238984
LEB_MAY2026_0084,LEB_MAY2026_0084_S01_L01,2026-05-26,1,Srifa,Tyre,South,33.305,35.383,High,Medium,Srifa,1,location_specific,Yes,1.0,1.0,,1.0,1.0,,,Airstrike,2,2,Medium,,وزارة الصحة: استشهاد مسعف وإصابة مسعفَين في الغارة الإسرائيلية على صريفا https://lbdb.co/840555,وزارة الصحة: استشهاد مسعف وإصابة مسعفَين في الغارة الإسرائيلية على صريفا https://lbdb.co/840555,https://t.me/lebanonNews961/130664 | https://t.me/lebanondebate/238291
LEB_MAY2026_0087,LEB_MAY2026_0087_S01_L01,2026-05-27,1,Qaroun,West Bekaa,Bekaa,33.561,35.707,Low - verify,High,Qaroun,1,location_specific,Yes,1.0,,,1.0,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,الدفاع المدني اللبناني: شهيد من عناصرنا في العدوان الإسرائيلي أمس على بلدة القرعون شرق البلاد أثناء قيامه بواجبه الإنساني,- *الدفاع المدني اللبناني: شهيد من عناصرنا في العدوان الإسرائيلي أمس على بلدة القرعون شرق البلاد أثناء قيامه بواجبه الإنساني* - *غارة على دير قانون النهر*,https://t.me/lcncitizens2023/45015
LEB_MAY2026_0091,LEB_MAY2026_0091_S01_L01,2026-05-27,1,Kfar Roummane,Nabatieh,Nabatieh,33.3765,35.4968,High,High,Kfar Roummane,1,location_specific,Yes,1.0,,,1.0,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,شهيد جديد للجيش... غارة إسرائيلية تحصد عسكريًا على طريق كفررمان https://lbdb.co/841172,شهيد جديد للجيش... غارة إسرائيلية تحصد عسكريًا على طريق كفررمان https://lbdb.co/841172,https://t.me/lebanondebate/238901
LEB_MAY2026_0088,LEB_MAY2026_0088_S01_L01,2026-05-27,1,Maarakeh,,,33.2747,35.3244,High,High,Maarakeh,1,location_specific,Yes,8.0,3.0,,8.0,3.0,,,Airstrike,2,2,Medium,,"مراسل ""ليبانون ديبايت"": انتهاء أعمال رفع الأنقاض عن المبنى الذي استهدفته غارة إسرائيلية أمس في بلدة معركة وانتشال 3 شهداء لترتفع الحصيلة النهائية إلى 8 شهداء و3 جرحى https://lbdb.co/840935","مراسل ""ليبانون ديبايت"": انتهاء أعمال رفع الأنقاض عن المبنى الذي استهدفته غارة إسرائيلية أمس في بلدة معركة وانتشال 3 شهداء لترتفع الحصيلة النهائية إلى 8 شهداء و3 جرحى https://lbdb.co/840935",https://t.me/lebanonNews961/130869 | https://t.me/lebanondebate/238680
LEB_MAY2026_0090,LEB_MAY2026_0090_S01_L01,2026-05-27,1,Maarakeh,,,33.2747,35.3244,High,High,Maarakeh,1,location_specific,Yes,,,,,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,🇱🇧🤔مجزرة.. شهداء قتلهم الاحتلال بغارة على بلدة معركة جنوب لبنان: علية أحمد سعد هادي عدنان طالب علي عدنان طالب ميادة عدنان طالب حسن هادي طالب ملاك باسل طالب نرجس باسل طالب ندى حمدان ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ✅,🇱🇧🤔مجزرة.. شهداء قتلهم الاحتلال بغارة على بلدة معركة جنوب لبنان: علية أحمد سعد هادي عدنان طالب علي عدنان طالب ميادة عدنان طالب حسن هادي طالب ملاك باسل طالب نرجس باسل طالب ندى حمدان ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ ✅,https://t.me/nahjmokawma/86158
LEB_MAY2026_0089,LEB_MAY2026_0089_S01_L01,2026-05-27,1,Shoukin,Nabatieh,Nabatieh,33.3757,35.5051,Medium,High,Shoukin,1,location_specific,Yes,3.0,,,3.0,,,,Attack,1,1,Low - single source,Single-source event; verify before publication,🇱🇧🤔3 شهداء في حصيلة غير رسمية للعدوان الإسرائيلي الذي استهدف بلدة شوكين قضاء النبطية ⭐,🇱🇧🤔3 شهداء في حصيلة غير رسمية للعدوان الإسرائيلي الذي استهدف بلدة شوكين قضاء النبطية ⭐,https://t.me/mehwar_lyaqin/5776
LEB_MAY2026_0086,LEB_MAY2026_0086_S01_L01,2026-05-27,1,Al Bass,Tyre,South,33.27,35.214,Medium,Medium,Al Bass,1,location_specific,Yes,3.0,37.0,,3.0,37.0,,,Airstrike,2,2,Medium,,🚨 ورد الآن / وزارة الصحة: 3 شهداء و37 جريحا جراء الغارة الإسرائيلية أمس على البص قضاء صور,🚨 ورد الآن / وزارة الصحة: 3 شهداء و37 جريحا جراء الغارة الإسرائيلية أمس على البص قضاء صور,https://t.me/MTVLebanoNews/71361 | https://t.me/lebanonNewsNow/259611
LEB_MAY2026_0099,LEB_MAY2026_0099_S01_L01,2026-05-28,1,Beirut,,,33.8938,35.5018,High,Medium,Beirut,1,location_specific,Yes,,,,,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,"Just to remind you that the IDF failed in Beirut today Trump admin gave the greenlight Nawaf and Aoun, Lebanon's leaders did not condemn. So who was killed? 🌷 The Health Emergency Operations Center, affiliated with the Ministry of Public Health, issued a statement announcing t...","Just to remind you that the IDF failed in Beirut today Trump admin gave the greenlight Nawaf and Aoun, Lebanon's leaders did not condemn. So who was killed? 🌷 The Health Emergency Operations Center, affiliated with the Ministry of Public Health, issued a statement announcing t...",https://t.me/LebUpdate/61604
LEB_MAY2026_0096,LEB_MAY2026_0096_S01_L01,2026-05-28,1,Deir Qanoun Ras el Ain,Tyre,South,33.236,35.225,Medium,Medium,Deir Qanoun Ras el Ain,1,location_specific,Yes,2.0,,,2.0,,,,Airstrike,2,4,Medium,,"مراسل ""ليبانون ديبايت"": شهيدان جراء غارة إسرائيلية من مسيّرة استهدفت دراجة نارية في دير قانون رأس العين https://lbdb.co/841550","مراسل ""ليبانون ديبايت"": شهيدان جراء غارة إسرائيلية من مسيّرة استهدفت دراجة نارية في دير قانون رأس العين https://lbdb.co/841550",https://t.me/lebanonNews961/131265 | https://t.me/lebanonNews961/131358 | https://t.me/lebanondebate/239284 | https://t.me/lebanondebate/239457
LEB_MAY2026_0097,LEB_MAY2026_0097_S01_L01,2026-05-28,1,Marjayoun,Marjayoun,Nabatieh,33.3609,35.5917,High,Medium,Marjayoun,1,location_specific,Yes,,1.0,,,1.0,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,🚨 ورد الآن / قصف مدفعي اسرائيلي استهدف محيط ساحة مرجعيون ما أدى الى اصابة جندي في الجيش بجروح,🚨 ورد الآن / قصف مدفعي اسرائيلي استهدف محيط ساحة مرجعيون ما أدى الى اصابة جندي في الجيش بجروح,https://t.me/lebanonNewsNow/259760
LEB_MAY2026_0098,LEB_MAY2026_0098_S01_L01,2026-05-28,1,Abba,Nabatieh,Nabatieh,33.362,35.455,Medium,Medium,Abba,1,location_specific,Yes,,,,,,,,Drone strike,1,1,Low - single source,Single-source event; verify before publication,❗️Israel killed the two cousins ​​of Lebanese Army Brigadier General Wael Abbas—a member of the Lebanese military delegation scheduled to hold negotiations with Israel in Washington tomorrow The two young men—Mohammad Hassan Ahmad Badr al-Din and Mohammad Jawad Ahmad Badr al-D...,❗️Israel killed the two cousins ​​of Lebanese Army Brigadier General Wael Abbas—a member of the Lebanese military delegation scheduled to hold negotiations with Israel in Washington tomorrow The two young men—Mohammad Hassan Ahmad Badr al-Din and Mohammad Jawad Ahmad Badr al-D...,https://t.me/LebUpdate/61594
LEB_MAY2026_0092,LEB_MAY2026_0092_S01_L01,2026-05-28,1,Qiaa/Saida,Saida,South,33.556,35.383,Medium,High,Qiaa/Saida,1,location_specific,Yes,4.0,,,4.0,,,Unknown number mentioned,Airstrike,3,3,High,,🚨 ورد الآن / 4 شهداء وعدد من الجرحى في حصيلة اولية للغارة الإسرائيلية التي استهدفت شقة في منطقة القياعة - صيدا,🚨 ورد الآن / 4 شهداء وعدد من الجرحى في حصيلة اولية للغارة الإسرائيلية التي استهدفت شقة في منطقة القياعة - صيدا,https://t.me/lebanonNews961/131064 | https://t.me/lebanonNewsNow/259562 | https://t.me/lebanondebate/238950
LEB_MAY2026_0094,LEB_MAY2026_0094_S01_L01,2026-05-28,1,Saida/Sidon,Saida,South,33.5631,35.3689,High,Medium,Saida/Sidon,1,location_specific,Yes,,,,,,,,Airstrike,3,4,High,Conflicting casualty figures | Casualty figure updated over time,"🥀🤔قناة العالم تنعى مراسلها ""حسام زيدان"" شهيداً في غارة اسرائيلية على صيدا جنوب لبنان. 🫥","🥀🤔قناة العالم تنعى مراسلها ""حسام زيدان"" شهيداً في غارة اسرائيلية على صيدا جنوب لبنان. 🫥",https://t.me/LBAgencynews/84829 | https://t.me/lcncitizens2023/45088 | https://t.me/lcncitizens2023/45195 | https://t.me/rasedal3ado138e/362497
LEB_MAY2026_0093,LEB_MAY2026_0093_S01_L01,2026-05-28,1,Al Bass,Tyre,South,33.27,35.214,Medium,Medium,Al Bass,1,location_specific,Yes,3.0,37.0,8.0,3.0,37.0,8.0,,Airstrike,3,4,High,,وزارة الصحة: 3 شهداء و37 جريحًا بينهم 8 أطفال و13 سيدة في الغارة الإسرائيلية على البص في قضاء صور أمس https://lbdb.co/841307,وزارة الصحة: 3 شهداء و37 جريحًا بينهم 8 أطفال و13 سيدة في الغارة الإسرائيلية على البص في قضاء صور أمس https://lbdb.co/841307,https://t.me/lcncitizens2023/45084 | https://t.me/lcncitizens2023/45089 | https://t.me/lebanonNews961/131112 | https://t.me/lebanondebate/239038
LEB_MAY2026_0095,LEB_MAY2026_0095_S01_L01,2026-05-28,1,,,,,,No coordinate,No village extracted,,1,location_specific,Yes,,,,,,,,Drone strike,1,1,Low - single source,Single-source event; verify before publication,A Syrian and his son were killed in an Israeli drone strike on their motorcycle in Tyre. The Israeli drone clearly saw the child and still killed. These are war crimes that the whole Muslim and non-Muslim world are very happy about,A Syrian and his son were killed in an Israeli drone strike on their motorcycle in Tyre. The Israeli drone clearly saw the child and still killed. These are war crimes that the whole Muslim and non-Muslim world are very happy about,https://t.me/LebUpdate/61560
LEB_MAY2026_0101,LEB_MAY2026_0101_S01_L01,2026-05-29,1,Ansar,Nabatieh,Nabatieh,33.3983,35.4935,High,Medium,Ansar,1,location_specific,Yes,2.0,2.0,,2.0,2.0,,,Airstrike,1,2,Low - single source,Single-source event; verify before publication | Casualty figure updated over time,🚨 ورد الآن / سقوط شهيدين وجريحين في الغارة الإسرائيلية على أنصار,🚨 ورد الآن / سقوط شهيدين وجريحين في الغارة الإسرائيلية على أنصار,https://t.me/lebanonNewsNow/259999 | https://t.me/lebanonNewsNow/260049
LEB_MAY2026_0102,LEB_MAY2026_0102_S01_L01,2026-05-29,1,Ansar,Nabatieh,Nabatieh,33.3983,35.4935,High,High,Ansar,1,location_specific,Yes,2.0,5.0,,2.0,5.0,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,🤔شهيدان و5 إصابات جراء استهداف طيران الاحتلال منزلًا ومركبةً في بلدة أنصار جنوبي لبنان. ✅,🤔شهيدان و5 إصابات جراء استهداف طيران الاحتلال منزلًا ومركبةً في بلدة أنصار جنوبي لبنان. ✅,https://t.me/nahjmokawma/86921
LEB_MAY2026_0100,LEB_MAY2026_0100_S01_L01,2026-05-29,1,Zarariyeh,,,33.3868,35.3186,High,Medium,Zarariyeh,1,location_specific,Yes,,,,,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,🚨 ورد الآن / إصابة جراء غارة إسرائيلية استهدفت الزرارية,🚨 ورد الآن / إصابة جراء غارة إسرائيلية استهدفت الزرارية,https://t.me/lebanonNewsNow/259969
LEB_MAY2026_0105,LEB_MAY2026_0105_S01_L01,2026-05-30,1,Ansar,Nabatieh,Nabatieh,33.3983,35.4935,High,High,Ansar,1,location_specific,Yes,4.0,4.0,,4.0,4.0,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,استهدفت مسيّرة إسرائيلية سبيلًا لتعبئة المياه في بلدة أنصار بغارة جوية، ما أدى إلى سقوط أربعة إصابات. وقد عملت فرق الإسعاف التابعة لجمعية الرسالة للإسعاف الصحي على نقل المصابين إلى المستشفيات في المنطقة,استهدفت مسيّرة إسرائيلية سبيلًا لتعبئة المياه في بلدة أنصار بغارة جوية، ما أدى إلى سقوط أربعة إصابات. وقد عملت فرق الإسعاف التابعة لجمعية الرسالة للإسعاف الصحي على نقل المصابين إلى المستشفيات في المنطقة,https://t.me/janoub_lebnan23/43481
LEB_MAY2026_0103,LEB_MAY2026_0103_S01_L01,2026-05-30,1,Nabatieh Hospital area,Nabatieh,Nabatieh,33.38,35.483,"Low - area approximate, land",High,Nabatieh Hospital area,1,location_specific,Yes,,3.0,,,3.0,,,Airstrike,3,3,Medium,,🥀🤔3 جرحى جراء غارة إسرائيلية على محيط مستشفى النبطية جنوبي لبنان 🫥,🥀🤔3 جرحى جراء غارة إسرائيلية على محيط مستشفى النبطية جنوبي لبنان 🫥,https://t.me/lcncitizens2023/45318 | https://t.me/lebanonNews961/131515 | https://t.me/rasedal3ado138e/363294
LEB_MAY2026_0104,LEB_MAY2026_0104_S01_L01,2026-05-30,1,Abba,Nabatieh,Nabatieh,33.362,35.455,Medium,High,Abba,1,location_specific,Yes,,2.0,,,2.0,,,Targeted attack,8,8,High,,🇱🇧🤔الجيش اللبناني: 🤔إصابة عسكريين اثنين في استهداف بمسيّرة إسرائيلية على طريق عبا بقضاء النبطية جنوبي لبنان,🇱🇧🤔الجيش اللبناني: 🤔إصابة عسكريين اثنين في استهداف بمسيّرة إسرائيلية على طريق عبا بقضاء النبطية جنوبي لبنان,https://t.me/MTVLebanoNews/71840 | https://t.me/lcncitizens2023/45232 | https://t.me/lebanonNews961/131597 | https://t.me/lebanonNewsNow/260101 | https://t.me/lebanondebate/239838
LEB_MAY2026_0106,LEB_MAY2026_0106_S01_L01,2026-05-30,1,Aadloun,Saida,South,33.4055,35.2725,High,Medium,Aadloun,1,location_specific,Yes,9.0,,6.0,9.0,,6.0,,Airstrike,2,2,Medium,,وزارة الصحة: 9 شهداء سوريين من العائلة نفسها بينهم 6 أطفال جراء الغارة الإسرائيلية على عدلون قضاء صيدا ليل الجمعة 29 أيار https://lbdb.co/842288,وزارة الصحة: 9 شهداء سوريين من العائلة نفسها بينهم 6 أطفال جراء الغارة الإسرائيلية على عدلون قضاء صيدا ليل الجمعة 29 أيار https://lbdb.co/842288,https://t.me/lebanonNews961/131732 | https://t.me/lebanondebate/240043
LEB_MAY2026_0108,LEB_MAY2026_0108_S01_L01,2026-05-31,1,Deir el-Zahrani,Nabatieh,Nabatieh,33.3963,35.4669,High,High,Deir el-Zahrani,1,location_specific,Yes,8.0,19.0,,8.0,19.0,,,Airstrike,2,2,Medium,Conflicting casualty figures | Casualty figure updated over time,🔴👤الصحة اللبنانية: 8 شهداء و19 مصابًا في غارة إسرائيلية على بلدة دير الزهراني جنوبي لبنان، فجر الأحد.,🔴👤الصحة اللبنانية: 8 شهداء و19 مصابًا في غارة إسرائيلية على بلدة دير الزهراني جنوبي لبنان، فجر الأحد.,https://t.me/LBAgencynews/85073 | https://t.me/N_FFG/82815
LEB_MAY2026_0107,LEB_MAY2026_0107_S01_L01,2026-05-31,1,Tyre/Sour,Tyre,South,33.2704,35.2038,High,High,Tyre/Sour; Hiram Hospital/Tyre,2,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,13.0,,,,,,Airstrike,2,2,Medium,Casualty figure updated over time,🔴لبنان: وزارة الصحة: إصابة 13 من العاملين في مستشفى حيرام في مدينة صور من جراء غارة إسرائيلية على المحيط الملاصق للمستشفى,🔴لبنان: وزارة الصحة: إصابة 13 من العاملين في مستشفى حيرام في مدينة صور من جراء غارة إسرائيلية على المحيط الملاصق للمستشفى,https://t.me/N_FFG/82737 | https://t.me/akhbaraljanub/110120
